mileage,mark_x,model,fuel,gear,offerType,price,hp,year_x,country,year_y,mark_y,year
83300,SEAT,Leon,Gasoline,Manual,Used,10980,140.0,2013,,,,
74000,SEAT,Leon,Gasoline,Manual,Used,11280,122.0,2013,,,,
84200,SEAT,Leon,Gasoline,Manual,Used,11780,140.0,2013,,,,
44000,Hyundai,i20,Gasoline,Manual,Used,3999,86.0,2013,,,,
270000,Opel,Astra,Diesel,Manual,Used,3999,165.0,2013,,,,
137000,Fiat,500C,Gasoline,Manual,Used,5990,69.0,2013,,,,
82850,Opel,Zafira,Gasoline,Manual,Used,8200,116.0,2013,,,,
104100,Opel,Astra,Gasoline,Manual,Used,8990,140.0,2013,,,,
89174,Nissan,Micra,Gasoline,Manual,Used,6950,80.0,2015,,,,
87392,SEAT,Ibiza,Gasoline,Manual,Used,6450,69.0,2015,,,,
108000,Suzuki,Swift,Gasoline,Manual,Used,6990,94.0,2015,,,,
80249,Kia,Venga,Diesel,Manual,Used,8390,128.0,2015,,,,
40200,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8900,86.0,2015,,,,
42343,Opel,Astra,Gasoline,Manual,Used,8960,116.0,2015,,,,
78254,SEAT,Ibiza,Gasoline,Manual,Used,9650,110.0,2015,,,,
6500,Mazda,2,Gasoline,Manual,Used,9996,75.0,2015,,,,
90277,Skoda,Octavia,Gasoline,Manual,Used,12290,140.0,2015,,,,
52700,Fiat,500L,Gasoline,Manual,Used,8990,105.0,2015,,,,
115000,SEAT,Leon,Gasoline,Manual,Used,8990,110.0,2015,,,,
64045,SEAT,Ibiza,Gasoline,Manual,Used,8980,75.0,2016,,,,
41600,SEAT,Ibiza,Gasoline,Manual,Used,9980,95.0,2016,,,,
70085,SEAT,Leon,Gasoline,Manual,Used,12450,110.0,2016,,,,
53330,SEAT,Leon,Gasoline,Manual,Used,13250,110.0,2016,,,,
55350,SEAT,Leon,Gasoline,Automatic,Used,13650,110.0,2016,,,,
78846,SEAT,Ateca,Gasoline,Manual,Used,14250,116.0,2016,,,,
65003,SEAT,Leon,Diesel,Manual,Used,14250,150.0,2016,,,,
58000,Opel,Insignia,Diesel,Manual,Used,16700,170.0,2016,,,,
106207,Opel,Meriva,Gasoline,Manual,Used,8990,120.0,2017,,,,
40922,Fiat,500,Gasoline,Manual,Used,9990,86.0,2017,,,,
23557,Opel,Insignia,Gasoline,Manual,Used,14850,140.0,2017,,,,
55404,Opel,Insignia,Gasoline,Manual,Used,14970,140.0,2017,,,,
47900,Renault,Kadjar,Gasoline,Automatic,Used,15996,131.0,2017,,,,
45705,Opel,Insignia,Gasoline,Manual,Used,18950,170.0,2017,,,,
36970,Skoda,Fabia,Diesel,Manual,Used,12375,105.0,2018,,,,
20600,Hyundai,Ioniq,Gasoline,Automatic,Used,22500,120.0,2018,,,,
26595,Skoda,Superb,Gasoline,Automatic,Used,22775,150.0,2018,,,,
82921,Opel,Insignia,Gasoline,Automatic,Used,23900,260.0,2018,,,,
43170,Land,Rover Discovery Sport,Diesel,Automatic,Used,31450,179.0,2018,,,,
34730,Opel,Corsa,Gasoline,Manual,Used,8690,69.0,2019,,,,
10247,Mitsubishi,Space Star,Gasoline,Manual,Used,8785,71.0,2019,,,,
2300,Skoda,Fabia,Gasoline,Manual,Used,13990,95.0,2019,,,,
42250,SEAT,Arona,Gasoline,Manual,Used,17875,116.0,2019,,,,
8850,SEAT,Arona,Gasoline,Automatic,Used,18975,116.0,2019,,,,
14355,Skoda,Octavia,CNG,Automatic,Used,19995,131.0,2019,,,,
50,Skoda,Fabia,Gasoline,Manual,Used,13765,95.0,2020,,,,
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,14325,95.0,2020,,,,
50,SEAT,Ibiza,Gasoline,Manual,Used,15675,95.0,2020,,,,
24075,SEAT,Arona,Gasoline,Automatic,Used,18775,116.0,2020,,,,
50,Skoda,Fabia,Gasoline,Manual,Used,18875,110.0,2020,,,,
20,Mazda,3,Gasoline,Manual,Pre-registered,19495,122.0,2020,,,,
20,Mitsubishi,Space Star,Gasoline,Manual,Pre-registered,9790,71.0,2021,,,,
20,Mazda,2,Gasoline,Manual,Pre-registered,15495,90.0,2021,,,,
20,Mazda,2,Gasoline,Automatic,Pre-registered,18495,90.0,2021,,,,
20,Mazda,CX-3,Gasoline,Manual,Pre-registered,18995,121.0,2021,,,,
50,Skoda,Kamiq,Gasoline,Automatic,Pre-registered,23675,110.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,10550,72.0,2021,,,,
20,Hyundai,i10,Gasoline,Manual,Pre-registered,11990,67.0,2021,,,,
20,Hyundai,i10,Gasoline,Manual,Pre-registered,11990,67.0,2021,,,,
20,Hyundai,i10,Gasoline,Manual,Pre-registered,12290,67.0,2021,,,,
187000,Mazda,CX-7,Diesel,Manual,Used,5750,173.0,2011,,,,
195000,Nissan,X-Trail,Diesel,Automatic,Used,8750,150.0,2011,,,,
104500,MINI,John Cooper Works,Gasoline,Manual,Used,10795,211.0,2011,,,,
122500,MINI,Cooper S,Gasoline,Manual,Used,10999,184.0,2011,,,,
80708,Citroen,C1,Gasoline,Manual,Used,2490,68.0,2011,,,,
112100,Citroen,C1,Gasoline,Manual,Used,3690,68.0,2011,,,,
151702,Renault,Kangoo,Gasoline,Manual,Used,4590,87.0,2011,,,,
71000,Hyundai,i20,Gasoline,Manual,Used,4999,77.0,2011,,,,
150000,Opel,Insignia,Diesel,Manual,Used,6450,131.0,2012,,,,
97000,Opel,Meriva,Gasoline,Manual,Used,6880,120.0,2012,,,,
81000,MINI,Cooper Countryman,Gasoline,Manual,Used,11880,122.0,2012,,,,
83000,Peugeot,207,Gasoline,Manual,Used,4499,73.0,2012,,,,
168573,SEAT,Ibiza,Diesel,Manual,Used,5299,105.0,2012,,,,
33550,Opel,Adam,Gasoline,Manual,Used,6590,69.0,2013,,,,
83000,Opel,Meriva,Gasoline,Manual,Used,6880,140.0,2013,,,,
68405,smart,forTwo,Gasoline,Automatic,Used,7430,71.0,2013,,,,
89000,Opel,Astra,Gasoline,Manual,Used,8880,120.0,2013,,,,
125000,Nissan,Juke,Gasoline,Automatic,Used,8950,117.0,2013,,,,
77000,MINI,One,Gasoline,Manual,Used,9900,75.0,2013,,,,
68152,Skoda,Octavia,Gasoline,Manual,Used,11222,105.0,2013,,,,
72785,Opel,Insignia,Gasoline,Manual,Used,16880,325.0,2013,,,,
27223,Alpina,B3,Gasoline,Automatic,Used,80990,409.0,2013,,,,
39942,Fiat,Grande Punto,Gasoline,Manual,Used,4990,69.0,2013,,,,
124950,smart,forTwo,Gasoline,Automatic,Used,5950,71.0,2013,,,,
79890,smart,forTwo,Gasoline,Automatic,Used,5999,71.0,2013,,,,
69071,Dacia,Sandero,Gasoline,Manual,Used,6300,90.0,2013,,,,
34282,Hyundai,i20,Gasoline,Manual,Used,6990,86.0,2014,,,,
15331,Renault,Kangoo Z.E.,Electric,Automatic,Used,8990,60.0,2014,,,,
78321,Skoda,Octavia,Diesel,Automatic,Used,12890,150.0,2014,,,,
90200,Opel,Corsa,Gasoline,Manual,Used,5890,69.0,2014,,,,
38000,Opel,Corsa,Gasoline,Manual,Used,6880,69.0,2014,,,,
107757,Opel,Zafira,Diesel,Manual,Used,6980,110.0,2014,,,,
32450,Suzuki,Swift,Gasoline,Manual,Used,7490,94.0,2014,,,,
99612,Fiat,500L,Gasoline,Manual,Used,7880,105.0,2014,,,,
28844,Renault,ZOE,Electric,Automatic,Used,7900,92.0,2014,,,,
96358,Renault,Captur,Gasoline,Manual,Used,8440,90.0,2014,,,,
51201,Renault,Kangoo Z.E.,Electric,Automatic,Used,8760,60.0,2014,,,,
260000,Skoda,Octavia,Diesel,Manual,Used,9480,184.0,2014,,,,
24526,Opel,Meriva,Gasoline,Automatic,Used,11880,120.0,2014,,,,
67800,Citroen,Berlingo,Gasoline,Manual,Used,11999,120.0,2014,,,,
49000,Skoda,Superb,Gasoline,Automatic,Used,14490,260.0,2014,,,,
69398,Renault,Captur,Diesel,Manual,Used,11490,110.0,2015,,,,
148220,Skoda,Rapid/Spaceback,Diesel,Manual,Used,6990,90.0,2015,,,,
105000,SEAT,Leon,Gasoline,Manual,Used,8445,110.0,2015,,,,
24156,Opel,Adam,Gasoline,Manual,Used,8880,87.0,2015,,,,
83693,Skoda,Fabia,Diesel,Manual,Used,9990,105.0,2015,,,,
107697,Skoda,Octavia,Diesel,Manual,Used,9990,110.0,2015,,,,
56000,Opel,Adam,Gasoline,Manual,Used,11880,150.0,2015,,,,
99400,Hyundai,i30,Diesel,Automatic,Used,13450,136.0,2015,,,,
55976,Renault,Twingo,Gasoline,Manual,Used,6990,69.0,2016,,,,
33693,Renault,Clio,Gasoline,Manual,Used,8990,73.0,2016,,,,
17185,Renault,ZOE,Electric,Automatic,Used,8990,58.0,2016,,,,
20798,Renault,Clio,Gasoline,Manual,Used,9490,73.0,2016,,,,
112415,Dacia,Duster,Diesel,Manual,Used,9890,109.0,2016,,,,
60550,SEAT,Ibiza,Gasoline,Manual,Used,9950,90.0,2016,,,,
23618,Renault,Twingo,Gasoline,Automatic,Used,9990,90.0,2016,,,,
24536,Renault,Clio,Gasoline,Manual,Used,10990,118.0,2016,,,,
72255,Renault,Scenic,Gasoline,Manual,Used,10990,116.0,2016,,,,
76982,Renault,Captur,Diesel,Manual,Used,10990,90.0,2016,,,,
99000,Opel,Insignia,Diesel,Automatic,Used,13950,170.0,2016,,,,
67683,Renault,Megane,Gasoline,Automatic,Used,13990,132.0,2016,,,,
51970,Renault,Kadjar,Gasoline,Manual,Used,13990,131.0,2016,,,,
63899,Renault,Talisman,Gasoline,Automatic,Used,16890,150.0,2016,,,,
44000,SEAT,Mii,Gasoline,Manual,Used,6250,60.0,2016,,,,
17086,Skoda,Citigo,Gasoline,Manual,Used,8450,75.0,2016,,,,
51355,Renault,Twizy,Electric,Automatic,Used,4990,5.0,2017,,,,
74136,Renault,Twingo,Gasoline,Manual,Used,6390,69.0,2017,,,,
48434,Renault,Twingo,Gasoline,Manual,Used,6990,69.0,2017,,,,
51300,Renault,ZOE,Electric,Automatic,Used,8990,58.0,2017,,,,
38612,Renault,Clio,Gasoline,Manual,Used,9990,73.0,2017,,,,
38637,Renault,Kangoo Z.E.,Electric,Automatic,Used,9990,60.0,2017,,,,
89189,Renault,Megane,Gasoline,Manual,Used,10990,132.0,2017,,,,
69034,Renault,Captur,Gasoline,Manual,Used,10990,90.0,2017,,,,
42000,Toyota,Yaris,Electric/Gasoline,Automatic,Used,12190,75.0,2017,,,,
18322,Renault,Kangoo,Diesel,Manual,Used,13490,90.0,2017,,,,
79433,Opel,Vivaro,Diesel,Manual,Used,14990,120.0,2017,,,,
66544,Renault,Grand Scenic,Gasoline,Manual,Used,15590,132.0,2017,,,,
33099,Opel,Cascada,Gasoline,Manual,Used,17990,120.0,2017,,,,
84000,Mitsubishi,Outlander,Diesel,Automatic,Used,19480,150.0,2017,,,,
107467,Renault,Espace,Diesel,Automatic,Used,19990,160.0,2017,,,,
77846,Skoda,Superb,Diesel,Automatic,Used,20480,190.0,2017,,,,
42491,Skoda,Citigo,Gasoline,Manual,Used,6690,60.0,2018,,,,
67135,Hyundai,i10,Gasoline,Manual,Used,6990,67.0,2018,,,,
72622,Fiat,Panda,Gasoline,Manual,Used,7490,69.0,2018,,,,
67327,Hyundai,i10,Gasoline,Manual,Used,7490,67.0,2018,,,,
67334,Hyundai,i10,Gasoline,Manual,Used,7690,67.0,2018,,,,
65815,Fiat,Panda,Gasoline,Manual,Used,7690,69.0,2018,,,,
53237,Dacia,Sandero,Gasoline,Manual,Used,8990,90.0,2018,,,,
51302,Renault,Clio,Gasoline,Manual,Used,8990,73.0,2018,,,,
61376,Hyundai,i20,Gasoline,Manual,Used,8990,75.0,2018,,,,
60203,Hyundai,i20,Gasoline,Manual,Used,8990,75.0,2018,,,,
55981,Skoda,Fabia,Gasoline,Manual,Used,10480,95.0,2018,,,,
19297,Opel,Corsa,Diesel,Manual,Used,10990,95.0,2018,,,,
26828,Renault,Clio,Gasoline,Manual,Used,10990,90.0,2018,,,,
85049,Renault,Megane,Diesel,Manual,Used,10990,110.0,2018,,,,
29455,Renault,Clio,Gasoline,Manual,Used,10990,90.0,2018,,,,
68000,Opel,Mokka X,Gasoline,Manual,Used,11950,116.0,2018,,,,
55763,Renault,Megane,Diesel,Manual,Used,11990,110.0,2018,,,,
57515,Renault,Megane,Diesel,Manual,Used,12490,110.0,2018,,,,
35847,Renault,Megane,Diesel,Manual,Used,12990,110.0,2018,,,,
57462,Mitsubishi,Space Star,Gasoline,Manual,Used,6990,71.0,2019,,,,
61527,Mitsubishi,Space Star,Gasoline,Manual,Used,7490,71.0,2019,,,,
60996,Mitsubishi,Space Star,Gasoline,Manual,Used,7990,71.0,2019,,,,
11019,Renault,Clio,Gasoline,Manual,Used,10990,90.0,2019,,,,
11864,Renault,Clio,Gasoline,Manual,Used,10990,90.0,2019,,,,
6900,Renault,ZOE,Electric,Automatic,Demonstration,11080,58.0,2019,,,,
57771,Fiat,Tipo,Gasoline,Manual,Used,11489,120.0,2019,,,,
8840,Renault,ZOE,Electric,Automatic,Demonstration,11680,72.0,2019,,,,
14500,Renault,ZOE,Electric,Automatic,Demonstration,11680,72.0,2019,,,,
13330,Opel,Astra,Gasoline,Manual,Used,13490,105.0,2019,,,,
12328,Renault,ZOE,Electric,Automatic,Demonstration,13880,69.0,2019,,,,
2831,Opel,Astra,Gasoline,Manual,Used,13990,105.0,2019,,,,
19873,SEAT,Arona,Gasoline,Manual,Used,14970,95.0,2019,,,,
17452,Opel,Crossland X,Gasoline,Manual,Used,14990,131.0,2019,,,,
9752,Opel,Crossland X,Gasoline,Manual,Used,14990,131.0,2019,,,,
17057,Opel,Adam,Gasoline,Manual,Used,14990,101.0,2019,,,,
23942,Opel,Astra,Gasoline,Manual,Used,14990,125.0,2019,,,,
902,Opel,Combo,Diesel,Manual,Used,14990,131.0,2019,,,,
9837,Renault,ZOE,Electric,Automatic,Used,15890,72.0,2019,,,,
8144,Renault,Twingo,Gasoline,Manual,Used,10990,90.0,2020,,,,
11996,Opel,Corsa,Gasoline,Manual,Used,11690,75.0,2020,,,,
15239,Renault,Clio,Gasoline,Manual,Used,11691,76.0,2020,,,,
3415,Renault,Clio,Gasoline,Manual,Used,11990,76.0,2020,,,,
5368,Renault,Clio,Gasoline,Manual,Used,11990,76.0,2020,,,,
100,Renault,ZOE,Electric,Automatic,Pre-registered,14180,58.0,2020,,,,
10,Opel,Corsa,Gasoline,Manual,Used,14290,75.0,2020,,,,
100,Renault,ZOE,Electric,Automatic,Pre-registered,14480,58.0,2020,,,,
16799,Opel,Astra,Gasoline,Manual,Used,14990,110.0,2020,,,,
12463,Opel,Astra,Gasoline,Manual,Used,14990,145.0,2020,,,,
12748,Renault,Twingo,Gasoline,Automatic,Used,14990,92.0,2020,,,,
14370,Opel,Corsa,Gasoline,Automatic,Used,14990,101.0,2020,,,,
6960,Opel,Corsa,Gasoline,Automatic,Used,14990,101.0,2020,,,,
10,Opel,Corsa,Gasoline,Manual,Used,14990,101.0,2020,,,,
100,Renault,ZOE,Electric,Automatic,Pre-registered,15080,72.0,2020,,,,
12118,Opel,Corsa,Gasoline,Automatic,Used,15590,101.0,2020,,,,
10,Skoda,Scala,Gasoline,Manual,Pre-registered,15590,116.0,2020,,,,
4949,Renault,Kangoo,Diesel,Manual,Used,15990,116.0,2020,,,,
18709,Renault,Clio,Gasoline,Automatic,Used,15990,131.0,2020,,,,
100,Renault,Twingo,Gasoline,Manual,Pre-registered,10080,65.0,2021,,,,
100,Renault,Twingo,Gasoline,Manual,Pre-registered,10980,65.0,2021,,,,
1150,Renault,Twingo,Gasoline,Manual,Demonstration,10980,65.0,2021,,,,
100,Renault,Twingo,Gasoline,Manual,Pre-registered,10980,65.0,2021,,,,
1150,Dacia,Sandero,Gasoline,Manual,Demonstration,12080,101.0,2021,,,,
2300,Renault,Twingo,Gasoline,Manual,Demonstration,12981,92.0,2021,,,,
10,SEAT,Ibiza,Gasoline,Manual,Pre-registered,14790,95.0,2021,,,,
10,Hyundai,i30,Electric/Gasoline,Manual,Pre-registered,18590,120.0,2021,,,,
10,Skoda,Scala,Diesel,Manual,Pre-registered,19290,116.0,2021,,,,
10,SEAT,Ateca,Gasoline,Manual,Pre-registered,20790,116.0,2021,,,,
10,SEAT,Ibiza,Gasoline,Automatic,Used,20980,110.0,2021,,,,
100,Renault,Clio,Electric/Gasoline,Automatic,Pre-registered,21380,91.0,2021,,,,
10,Hyundai,i30,Gasoline,Automatic,Pre-registered,22795,140.0,2021,,,,
10,Skoda,Kamiq,Gasoline,Manual,Used,22990,150.0,2021,,,,
10,Skoda,Octavia,Diesel,Manual,Pre-registered,22990,116.0,2021,,,,
10,Skoda,Octavia,Gasoline,Manual,Used,23490,150.0,2021,,,,
1,Others,Model,Gasoline,Manual,Pre-registered,23990,150.0,2021,,,,
1450,Renault,Arkana,Gasoline,Automatic,Demonstration,25580,140.0,2021,,,,
80000,Peugeot,RCZ,Gasoline,Automatic,Used,12490,156.0,2011,,,,
129000,Mazda,6,Gasoline,Automatic,Used,14600,192.0,2013,,,,
86000,Mazda,6,Gasoline,Automatic,Used,14699,192.0,2013,,,,
154000,Peugeot,Boxer,Diesel,Manual,Used,14790,150.0,2013,,,,
39900,Citroen,Berlingo,Gasoline,Manual,Used,14800,98.0,2013,,,,
49600,Kia,Sportage,Diesel,Automatic,Used,14900,136.0,2013,,,,
100750,SEAT,Alhambra,Gasoline,Manual,Used,13990,150.0,2014,,,,
38800,SEAT,Leon,Gasoline,Manual,Used,14380,140.0,2014,,,,
44100,Skoda,Octavia,Gasoline,Automatic,Used,14440,140.0,2014,,,,
47500,Suzuki,Jimny,Gasoline,Manual,Used,14490,86.0,2014,,,,
48500,Nissan,Leaf,Electric,Automatic,Used,14990,109.0,2015,,,,
39043,Citroen,C4 Picasso,Diesel,Automatic,Used,15250,150.0,2015,,,,
69489,Renault,Scenic,Gasoline,Manual,Used,13200,132.0,2016,,,,
35000,Opel,Astra,Gasoline,Manual,Used,13270,125.0,2016,,,,
77670,Mitsubishi,ASX,Diesel,Automatic,Used,13490,150.0,2016,,,,
13150,Opel,Adam,Gasoline,Manual,Used,13490,90.0,2016,,,,
62600,Peugeot,508,Diesel,Automatic,Used,13500,120.0,2016,,,,
94000,MINI,Cooper D Clubman,Diesel,Manual,Used,13500,150.0,2016,,,,
107850,SEAT,Leon,Diesel,Manual,Used,13620,150.0,2016,,,,
107850,SEAT,Leon,Diesel,Manual,Used,13620,150.0,2016,,,,
34000,smart,forFour,Gasoline,Automatic,Used,10990,90.0,2017,,,,
62500,Opel,Corsa,Gasoline,Manual,Used,10999,150.0,2017,,,,
61000,Toyota,Yaris,Gasoline,Manual,Used,11190,111.0,2017,,,,
27000,Hyundai,i20,Gasoline,Manual,Used,11199,84.0,2017,,,,
41000,Peugeot,2008,Gasoline,Manual,Used,11274,82.0,2017,,,,
91765,Mazda,2,Diesel,Manual,Used,11333,105.0,2017,,,,
70500,Opel,Astra,Diesel,Manual,Used,11444,110.0,2017,,,,
115840,Skoda,Octavia,Diesel,Manual,Used,11445,116.0,2017,,,,
38470,SEAT,Leon,Gasoline,Manual,Used,11450,86.0,2017,,,,
47999,SEAT,Leon,Gasoline,Manual,Used,11450,86.0,2017,,,,
40200,Skoda,Fabia,Diesel,Manual,Used,11460,90.0,2017,,,,
45900,Skoda,Fabia,Diesel,Manual,Used,11460,90.0,2017,,,,
98200,Opel,Astra,Diesel,Automatic,Used,11480,136.0,2017,,,,
39200,Skoda,Fabia,Diesel,Manual,Used,11760,90.0,2018,,,,
34500,Skoda,Fabia,Diesel,Manual,Used,11760,90.0,2018,,,,
39200,Skoda,Fabia,Diesel,Manual,Used,11760,90.0,2018,,,,
37300,Skoda,Fabia,Diesel,Manual,Used,11760,90.0,2018,,,,
29997,smart,forTwo,Gasoline,Automatic,Used,11790,71.0,2018,,,,
60000,Skoda,Octavia,Gasoline,Manual,Used,11850,86.0,2018,,,,
84300,Opel,Astra,Gasoline,Manual,Used,11880,105.0,2018,,,,
13000,Opel,Corsa,Gasoline,Manual,Used,11880,90.0,2018,,,,
30000,Dacia,Lodgy,Gasoline,Manual,Used,11900,102.0,2018,,,,
36700,Opel,Adam,Gasoline,Manual,Used,11900,90.0,2018,,,,
14558,Peugeot,208,Gasoline,Manual,Used,11900,83.0,2018,,,,
12663,Fiat,Tipo,Gasoline,Manual,Used,11950,95.0,2018,,,,
27600,Skoda,Fabia,Diesel,Manual,Used,11960,90.0,2018,,,,
63900,Opel,Mokka X,Gasoline,Manual,Used,11980,140.0,2018,,,,
148900,Opel,Insignia,Diesel,Automatic,Used,11980,136.0,2018,,,,
3990,Opel,Corsa,Gasoline,Automatic,Used,12222,90.0,2019,,,,
11930,Opel,Adam,Gasoline,Manual,Used,12222,69.0,2019,,,,
8731,smart,forTwo,Gasoline,Automatic,Used,12390,90.0,2019,,,,
22600,SEAT,Ibiza,Gasoline,Manual,Used,12390,80.0,2019,,,,
7990,smart,forFour,Gasoline,Automatic,Used,12444,71.0,2019,,,,
3200,smart,forFour,Gasoline,Automatic,Used,12444,71.0,2019,,,,
11447,smart,forTwo,Electric,Automatic,Used,12470,82.0,2019,,,,
31900,SEAT,Ibiza,Gasoline,Manual,Used,12480,80.0,2019,,,,
15400,Fiat,500,Gasoline,Manual,Used,12490,69.0,2019,,,,
4500,Fiat,Tipo,Gasoline,Manual,Used,12490,95.0,2019,,,,
4500,Opel,Corsa,Gasoline,Manual,Used,12499,90.0,2019,,,,
6800,Opel,Corsa,Gasoline,Automatic,Used,12550,90.0,2019,,,,
10950,Skoda,Octavia,Diesel,Automatic,Used,26340,150.0,2020,,,,
9600,Skoda,Octavia,Gasoline,Automatic,Demonstration,26650,150.0,2020,,,,
13900,Skoda,Octavia,Diesel,Automatic,Used,26860,150.0,2020,,,,
10700,Skoda,Octavia,Diesel,Automatic,Used,26860,150.0,2020,,,,
14500,Skoda,Octavia,Diesel,Automatic,Used,26890,150.0,2020,,,,
10,SEAT,Leon,Electric/Gasoline,Automatic,Pre-registered,27037,150.0,2020,,,,
10,SEAT,Leon,Electric/Gasoline,Automatic,Pre-registered,27037,150.0,2020,,,,
10,SEAT,Leon,Electric/Gasoline,Automatic,Pre-registered,27368,150.0,2020,,,,
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,16490,95.0,2021,,,,
85,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
44,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
6,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
10,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
7,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
6,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
85,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021,,,,
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,16580,95.0,2021,,,,
10,Nissan,Micra,Gasoline,Manual,Pre-registered,16650,117.0,2021,,,,
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,16680,95.0,2021,,,,
90,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16770,95.0,2021,,,,
90,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16770,95.0,2021,,,,
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,16780,95.0,2021,,,,
15,Fiat,500C,Electric/Gasoline,Manual,Pre-registered,16780,69.0,2021,,,,
75,SEAT,Arona,Gasoline,Manual,Pre-registered,16790,95.0,2021,,,,
61728,SEAT,Alhambra,Diesel,Automatic,Used,14985,140.0,2012,,,,
111400,Mazda,CX-5,Diesel,Manual,Used,13950,150.0,2014,,,,
87777,SEAT,Leon,Diesel,Manual,Used,13990,184.0,2014,,,,
22569,Mazda,3,Gasoline,Automatic,Used,13999,120.0,2014,,,,
56000,Toyota,Avensis,Gasoline,Automatic,Used,13999,147.0,2014,,,,
107000,Mitsubishi,Outlander,Diesel,Manual,Used,14250,150.0,2014,,,,
47610,Opel,Ampera,Electric,Automatic,Used,14600,151.0,2014,,,,
76150,Skoda,Octavia,Gasoline,Manual,Used,13751,150.0,2015,,,,
52860,Skoda,Octavia,Diesel,Manual,Used,13780,110.0,2015,,,,
91400,Toyota,Avensis,Diesel,Manual,Used,13790,143.0,2015,,,,
84683,Skoda,Superb,Diesel,Automatic,Used,13860,140.0,2015,,,,
64430,SEAT,Leon,Diesel,Manual,Used,13900,110.0,2015,,,,
28888,Dacia,Duster,Gasoline,Manual,Used,13900,125.0,2015,,,,
56200,Toyota,Avensis,Gasoline,Automatic,Used,13900,147.0,2015,,,,
62967,Opel,Astra,Diesel,Manual,Used,13970,136.0,2015,,,,
15500,Nissan,E-NV200,Electric,Automatic,Used,13980,109.0,2015,,,,
53632,Hyundai,iX35,Gasoline,Manual,Used,13989,135.0,2015,,,,
91251,Skoda,Octavia,Gasoline,Manual,Used,11850,110.0,2016,,,,
123205,Opel,Vivaro,Diesel,Manual,Used,11880,90.0,2016,,,,
67600,Fiat,500X,Gasoline,Manual,Used,11890,140.0,2016,,,,
47500,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,11890,110.0,2016,,,,
18173,Dacia,Sandero,Gasoline,Automatic,Used,11900,90.0,2016,,,,
35000,Toyota,Yaris,Electric/Gasoline,Automatic,Used,11900,75.0,2016,,,,
36825,Skoda,Fabia,Gasoline,Manual,Used,11900,90.0,2016,,,,
39850,Skoda,Fabia,Gasoline,Manual,Used,11912,90.0,2016,,,,
75374,Skoda,Octavia,Diesel,Manual,Used,11950,110.0,2016,,,,
42254,Nissan,Pulsar,Gasoline,Manual,Used,11970,116.0,2016,,,,
67399,Hyundai,i40,Gasoline,Manual,Used,11980,135.0,2016,,,,
64000,Opel,Zafira,Diesel,Manual,Used,11990,110.0,2016,,,,
17900,Skoda,Fabia,Gasoline,Manual,Used,11990,75.0,2016,,,,
78500,Renault,Kadjar,Gasoline,Manual,Used,11990,131.0,2016,,,,
24852,Nissan,Pulsar,Gasoline,Manual,Used,10999,116.0,2017,,,,
71608,Peugeot,Partner,Diesel,Manual,Used,10999,99.0,2017,,,,
87373,Peugeot,Partner,Diesel,Manual,Used,10999,99.0,2017,,,,
35464,Citroen,C3,Diesel,Manual,Used,11000,99.0,2017,,,,
58033,Peugeot,Partner,Diesel,Manual,Used,11299,99.0,2017,,,,
73000,Opel,Astra,Gasoline,Manual,Used,11300,125.0,2017,,,,
32272,SsangYong,Korando,Gasoline,Manual,Used,11450,150.0,2017,,,,
43893,Nissan,Pulsar,Gasoline,Manual,Used,11470,116.0,2017,,,,
30178,Skoda,Fabia,Gasoline,Manual,Used,11480,110.0,2017,,,,
45900,Nissan,Pulsar,Gasoline,Manual,Used,11480,116.0,2017,,,,
193895,Skoda,Octavia,Diesel,Manual,Used,11250,116.0,2018,,,,
21000,Opel,Corsa,Gasoline,Manual,Used,11270,90.0,2018,,,,
5160,Opel,Corsa,Gasoline,Manual,Used,11280,90.0,2018,,,,
29901,Citroen,C3 Aircross,Gasoline,Manual,Used,11400,110.0,2018,,,,
52000,Fiat,Tipo,Diesel,Manual,Used,11450,120.0,2018,,,,
5250,Opel,Corsa,Gasoline,Manual,Used,11470,90.0,2018,,,,
18930,Peugeot,108,Gasoline,Manual,Used,11485,72.0,2018,,,,
138000,Peugeot,308,Diesel,Automatic,Used,11490,120.0,2018,,,,
18963,Opel,Corsa,Gasoline,Manual,Used,11490,90.0,2018,,,,
15796,Opel,Adam,Gasoline,Manual,Used,11490,87.0,2018,,,,
